TransactionNo,Items,DateTime,Daypart,DayType,Quantity,Price
4674,Scone,14-01-2017 11:39,Morning,Weekend,4,60
4675,Coffee,14-01-2017 11:47,Morning,Weekend,1,43
4676,Hot chocolate,14-01-2017 11:49,Morning,Weekend,5,97
4676,Coffee,14-01-2017 11:49,Morning,Weekend,4,43
4676,Bread,14-01-2017 11:49,Morning,Weekend,4,35
4676,Scone,14-01-2017 11:49,Morning,Weekend,3,60
4676,Cookies,14-01-2017 11:49,Morning,Weekend,5,72
4676,Hearty & Seasonal,14-01-2017 11:49,Morning,Weekend,4,79
4677,Bread,14-01-2017 12:00,Afternoon,Weekend,3,35
4678,Bread,14-01-2017 12:21,Afternoon,Weekend,2,35
4679,Coffee,14-01-2017 12:23,Afternoon,Weekend,2,43
4679,Alfajores,14-01-2017 12:23,Afternoon,Weekend,3,92
4679,Pastry,14-01-2017 12:23,Afternoon,Weekend,2,54
4680,Cake,14-01-2017 12:26,Afternoon,Weekend,5,49
4680,Tiffin,14-01-2017 12:26,Afternoon,Weekend,3,99
4680,Bread,14-01-2017 12:26,Afternoon,Weekend,3,35
4680,Hot chocolate,14-01-2017 12:26,Afternoon,Weekend,3,97
4680,Coffee,14-01-2017 12:26,Afternoon,Weekend,3,43
4681,Cake,14-01-2017 12:29,Afternoon,Weekend,1,49
4681,Farm House,14-01-2017 12:29,Afternoon,Weekend,1,52
4682,Coffee,14-01-2017 12:32,Afternoon,Weekend,1,43
4682,Pastry,14-01-2017 12:32,Afternoon,Weekend,1,54
4683,Coffee,14-01-2017 12:35,Afternoon,Weekend,3,43
4683,Alfajores,14-01-2017 12:35,Afternoon,Weekend,3,92
4684,Tea,14-01-2017 12:36,Afternoon,Weekend,4,39
4685,Coffee,14-01-2017 12:36,Afternoon,Weekend,4,43
4685,Hearty & Seasonal,14-01-2017 12:36,Afternoon,Weekend,4,79
4686,Coffee,14-01-2017 12:38,Afternoon,Weekend,3,43
4686,Coffee,14-01-2017 12:38,Afternoon,Weekend,4,43
4687,Bread,14-01-2017 12:42,Afternoon,Weekend,4,35
4687,Tea,14-01-2017 12:42,Afternoon,Weekend,1,39
4687,Tiffin,14-01-2017 12:42,Afternoon,Weekend,4,99
4688,Tea,14-01-2017 12:43,Afternoon,Weekend,1,39
4689,Bread,14-01-2017 12:48,Afternoon,Weekend,5,35
4690,Coffee,14-01-2017 12:53,Afternoon,Weekend,4,43
4690,Tea,14-01-2017 12:53,Afternoon,Weekend,1,39
4691,Bread,14-01-2017 12:53,Afternoon,Weekend,4,35
4692,Coffee,14-01-2017 12:55,Afternoon,Weekend,5,43
4692,Tea,14-01-2017 12:55,Afternoon,Weekend,4,39
4692,Tea,14-01-2017 12:55,Afternoon,Weekend,2,39
4692,Hearty & Seasonal,14-01-2017 12:55,Afternoon,Weekend,2,79
4692,Tiffin,14-01-2017 12:55,Afternoon,Weekend,5,99
4692,Bread,14-01-2017 12:55,Afternoon,Weekend,3,35
4692,Cake,14-01-2017 12:55,Afternoon,Weekend,1,49
4693,Bread,14-01-2017 12:56,Afternoon,Weekend,1,35
4694,Bread,14-01-2017 13:03,Afternoon,Weekend,1,35
4695,Hot chocolate,14-01-2017 13:45,Afternoon,Weekend,3,97
4696,Coffee,14-01-2017 13:48,Afternoon,Weekend,5,43
4696,Coffee,14-01-2017 13:48,Afternoon,Weekend,4,43
4696,Brownie,14-01-2017 13:48,Afternoon,Weekend,4,83
4696,Pastry,14-01-2017 13:48,Afternoon,Weekend,1,54
4696,Bread,14-01-2017 13:48,Afternoon,Weekend,1,35
4697,Scone,14-01-2017 13:49,Afternoon,Weekend,5,60
4698,Coffee,14-01-2017 14:01,Afternoon,Weekend,4,43
4698,Brownie,14-01-2017 14:01,Afternoon,Weekend,1,83
4698,Alfajores,14-01-2017 14:01,Afternoon,Weekend,3,92
4698,Toast,14-01-2017 14:01,Afternoon,Weekend,4,96
4698,Juice,14-01-2017 14:01,Afternoon,Weekend,2,57
4699,Coffee,14-01-2017 14:03,Afternoon,Weekend,4,43
4699,Coffee,14-01-2017 14:03,Afternoon,Weekend,4,43
4699,Tea,14-01-2017 14:03,Afternoon,Weekend,3,39
4699,Bread,14-01-2017 14:03,Afternoon,Weekend,4,35
4699,Cake,14-01-2017 14:03,Afternoon,Weekend,1,49
4699,Alfajores,14-01-2017 14:03,Afternoon,Weekend,3,92
4699,Toast,14-01-2017 14:03,Afternoon,Weekend,2,96
4701,Hearty & Seasonal,14-01-2017 14:11,Afternoon,Weekend,2,79
4701,Sandwich,14-01-2017 14:11,Afternoon,Weekend,5,39
4701,Coffee,14-01-2017 14:11,Afternoon,Weekend,3,43
4702,Juice,14-01-2017 14:15,Afternoon,Weekend,2,57
4702,Hot chocolate,14-01-2017 14:15,Afternoon,Weekend,1,97
4702,Coffee,14-01-2017 14:15,Afternoon,Weekend,1,43
4702,Hearty & Seasonal,14-01-2017 14:15,Afternoon,Weekend,5,79
4703,Brownie,14-01-2017 14:18,Afternoon,Weekend,5,83
4703,Bread,14-01-2017 14:18,Afternoon,Weekend,2,35
4704,Coffee,14-01-2017 14:30,Afternoon,Weekend,4,43
4704,Coffee,14-01-2017 14:30,Afternoon,Weekend,4,43
4704,Cake,14-01-2017 14:30,Afternoon,Weekend,5,49
4704,Sandwich,14-01-2017 14:30,Afternoon,Weekend,5,39
4704,Hearty & Seasonal,14-01-2017 14:30,Afternoon,Weekend,5,79
4705,Coffee,14-01-2017 14:32,Afternoon,Weekend,2,43
4706,Fudge,14-01-2017 14:34,Afternoon,Weekend,2,42
4707,Tiffin,14-01-2017 14:36,Afternoon,Weekend,3,99
4707,Scone,14-01-2017 14:36,Afternoon,Weekend,4,60
4707,Tea,14-01-2017 14:36,Afternoon,Weekend,3,39
4708,Coffee,14-01-2017 14:39,Afternoon,Weekend,3,43
4708,Sandwich,14-01-2017 14:39,Afternoon,Weekend,1,39
4709,Frittata,14-01-2017 14:50,Afternoon,Weekend,4,69
4709,Tea,14-01-2017 14:50,Afternoon,Weekend,1,39
4709,Bread,14-01-2017 14:50,Afternoon,Weekend,4,35
4710,Coffee,14-01-2017 14:57,Afternoon,Weekend,5,43
4711,Farm House,14-01-2017 15:16,Afternoon,Weekend,3,52
4712,Bread,14-01-2017 15:48,Afternoon,Weekend,3,35
4712,Cake,14-01-2017 15:48,Afternoon,Weekend,5,49
4712,Alfajores,14-01-2017 15:48,Afternoon,Weekend,3,92
4712,Bread,14-01-2017 15:48,Afternoon,Weekend,2,35
4713,Coffee,14-01-2017 15:58,Afternoon,Weekend,5,43
4713,Bread,14-01-2017 15:58,Afternoon,Weekend,5,35
4713,Cake,14-01-2017 15:58,Afternoon,Weekend,1,49
4714,Mineral water,14-01-2017 15:59,Afternoon,Weekend,4,66
4715,Bread,14-01-2017 16:01,Afternoon,Weekend,5,35
4716,Focaccia,14-01-2017 16:15,Afternoon,Weekend,4,32
4717,Tea,14-01-2017 16:20,Afternoon,Weekend,3,39
4717,Bread,14-01-2017 16:20,Afternoon,Weekend,5,35
4718,Scandinavian,14-01-2017 16:23,Afternoon,Weekend,3,43
4719,Cake,14-01-2017 16:45,Afternoon,Weekend,5,49
4720,Tiffin,14-01-2017 16:46,Afternoon,Weekend,2,99
4721,Muffin,14-01-2017 16:56,Afternoon,Weekend,1,71
4721,Cookies,14-01-2017 16:56,Afternoon,Weekend,4,72
4722,Coffee,14-01-2017 16:57,Afternoon,Weekend,5,43
4722,Cake,14-01-2017 16:57,Afternoon,Weekend,2,49
4723,Afternoon with the baker,14-01-2017 18:15,Evening,Weekend,3,34
4724,Afternoon with the baker,14-01-2017 18:16,Evening,Weekend,3,34
4725,Afternoon with the baker,14-01-2017 18:16,Evening,Weekend,4,34
4726,Coffee,15-01-2017 09:43,Morning,Weekend,5,43
4726,Cake,15-01-2017 09:43,Morning,Weekend,3,49
4727,Medialuna,15-01-2017 09:56,Morning,Weekend,5,37
4728,Cake,15-01-2017 10:05,Morning,Weekend,1,49
4728,Bread,15-01-2017 10:05,Morning,Weekend,1,35
4728,Jammie Dodgers,15-01-2017 10:05,Morning,Weekend,5,50
4729,Bread,15-01-2017 10:33,Morning,Weekend,4,35
4730,Coffee,15-01-2017 10:36,Morning,Weekend,2,43
4730,The Nomad,15-01-2017 10:36,Morning,Weekend,2,61
4731,The Nomad,15-01-2017 10:38,Morning,Weekend,1,61
4731,Tea,15-01-2017 10:38,Morning,Weekend,1,39
4731,Bread,15-01-2017 10:38,Morning,Weekend,4,35
4731,Tiffin,15-01-2017 10:38,Morning,Weekend,1,99
4732,Coffee,15-01-2017 10:39,Morning,Weekend,4,43
4732,Bread,15-01-2017 10:39,Morning,Weekend,4,35
4733,Coffee,15-01-2017 10:42,Morning,Weekend,2,43
4734,Bread,15-01-2017 11:11,Morning,Weekend,1,35
4734,Coffee,15-01-2017 11:11,Morning,Weekend,3,43
4734,Brioche and salami,15-01-2017 11:11,Morning,Weekend,1,77
4735,Coffee,15-01-2017 11:19,Morning,Weekend,3,43
4735,Coffee,15-01-2017 11:19,Morning,Weekend,1,43
4735,Granola,15-01-2017 11:19,Morning,Weekend,3,69
4735,Bread,15-01-2017 11:19,Morning,Weekend,4,35
4736,Coffee,15-01-2017 11:36,Morning,Weekend,2,43
4736,Coffee,15-01-2017 11:36,Morning,Weekend,3,43
4736,Juice,15-01-2017 11:36,Morning,Weekend,3,57
4736,Cake,15-01-2017 11:36,Morning,Weekend,3,49
4736,Scone,15-01-2017 11:36,Morning,Weekend,4,60
4737,Coffee,15-01-2017 11:37,Morning,Weekend,3,43
4737,Bread,15-01-2017 11:37,Morning,Weekend,2,35
4738,Bread,15-01-2017 11:38,Morning,Weekend,5,35
4738,Bread,15-01-2017 11:38,Morning,Weekend,1,35
4739,Bread,15-01-2017 11:39,Morning,Weekend,1,35
4740,Bread,15-01-2017 11:52,Morning,Weekend,1,35
4740,Farm House,15-01-2017 11:52,Morning,Weekend,5,52
4741,Medialuna,15-01-2017 11:56,Morning,Weekend,4,37
4741,Pastry,15-01-2017 11:56,Morning,Weekend,5,54
4741,Coffee,15-01-2017 11:56,Morning,Weekend,5,43
4741,Coffee,15-01-2017 11:56,Morning,Weekend,1,43
4741,Bread,15-01-2017 11:56,Morning,Weekend,2,35
4742,Coffee,15-01-2017 12:17,Afternoon,Weekend,5,43
4742,Bread,15-01-2017 12:17,Afternoon,Weekend,5,35
4742,Farm House,15-01-2017 12:17,Afternoon,Weekend,5,52
4743,Coffee,15-01-2017 12:29,Afternoon,Weekend,5,43
4743,Pastry,15-01-2017 12:29,Afternoon,Weekend,4,54
4744,Pastry,15-01-2017 12:31,Afternoon,Weekend,4,54
4744,Bread,15-01-2017 12:31,Afternoon,Weekend,5,35
4745,Bread,15-01-2017 12:49,Afternoon,Weekend,4,35
4746,Coffee,15-01-2017 12:51,Afternoon,Weekend,1,43
4746,Bread,15-01-2017 12:51,Afternoon,Weekend,5,35
4747,Coffee,15-01-2017 13:08,Afternoon,Weekend,3,43
4748,Bread,15-01-2017 13:12,Afternoon,Weekend,1,35
4748,Juice,15-01-2017 13:12,Afternoon,Weekend,5,57
4748,Jammie Dodgers,15-01-2017 13:12,Afternoon,Weekend,3,50
4748,Brownie,15-01-2017 13:12,Afternoon,Weekend,2,83
4749,Toast,15-01-2017 13:19,Afternoon,Weekend,2,96
4749,Granola,15-01-2017 13:19,Afternoon,Weekend,4,69
4749,Pastry,15-01-2017 13:19,Afternoon,Weekend,4,54
4749,Coffee,15-01-2017 13:19,Afternoon,Weekend,1,43
4749,Bread,15-01-2017 13:19,Afternoon,Weekend,2,35
4750,Coffee,15-01-2017 13:26,Afternoon,Weekend,5,43
4750,Cake,15-01-2017 13:26,Afternoon,Weekend,2,49
4750,Tiffin,15-01-2017 13:26,Afternoon,Weekend,5,99
4750,Granola,15-01-2017 13:26,Afternoon,Weekend,1,69
4751,Gingerbread syrup,15-01-2017 13:45,Afternoon,Weekend,4,57
4751,Coffee,15-01-2017 13:45,Afternoon,Weekend,1,43
4752,Hearty & Seasonal,15-01-2017 14:00,Afternoon,Weekend,1,79
4752,Coffee,15-01-2017 14:00,Afternoon,Weekend,3,43
4752,Cake,15-01-2017 14:00,Afternoon,Weekend,4,49
4753,Pastry,15-01-2017 14:04,Afternoon,Weekend,2,54
4753,Tea,15-01-2017 14:04,Afternoon,Weekend,3,39
4753,Coffee,15-01-2017 14:04,Afternoon,Weekend,4,43
4753,Bread,15-01-2017 14:04,Afternoon,Weekend,3,35
4754,Coffee,15-01-2017 14:18,Afternoon,Weekend,2,43
4754,Alfajores,15-01-2017 14:18,Afternoon,Weekend,2,92
4756,Medialuna,15-01-2017 14:29,Afternoon,Weekend,1,37
4756,Jammie Dodgers,15-01-2017 14:29,Afternoon,Weekend,4,50
4756,Muffin,15-01-2017 14:29,Afternoon,Weekend,2,71
4756,Sandwich,15-01-2017 14:29,Afternoon,Weekend,5,39
4757,Bread,15-01-2017 14:40,Afternoon,Weekend,2,35
4758,Coffee,15-01-2017 14:41,Afternoon,Weekend,5,43
4758,Tea,15-01-2017 14:41,Afternoon,Weekend,1,39
4758,Juice,15-01-2017 14:41,Afternoon,Weekend,5,57
4759,Alfajores,15-01-2017 14:42,Afternoon,Weekend,4,92
4760,Hearty & Seasonal,15-01-2017 14:58,Afternoon,Weekend,5,79
4760,Truffles,15-01-2017 14:58,Afternoon,Weekend,2,64
4760,Mineral water,15-01-2017 14:58,Afternoon,Weekend,1,66
4760,Bread,15-01-2017 14:58,Afternoon,Weekend,5,35
4760,Scone,15-01-2017 14:58,Afternoon,Weekend,2,60
4760,Bread,15-01-2017 14:58,Afternoon,Weekend,2,35
4761,Coffee,15-01-2017 15:00,Afternoon,Weekend,3,43
4761,Jammie Dodgers,15-01-2017 15:00,Afternoon,Weekend,1,50
4761,Cookies,15-01-2017 15:00,Afternoon,Weekend,4,72
4762,Bread,15-01-2017 15:17,Afternoon,Weekend,5,35
4762,Toast,15-01-2017 15:17,Afternoon,Weekend,2,96
4763,Coffee,15-01-2017 15:26,Afternoon,Weekend,1,43
4763,Bread,15-01-2017 15:26,Afternoon,Weekend,4,35
4763,Bread,15-01-2017 15:26,Afternoon,Weekend,1,35
4764,Coffee,15-01-2017 15:39,Afternoon,Weekend,4,43
4764,Truffles,15-01-2017 15:39,Afternoon,Weekend,4,64
4765,Scone,15-01-2017 15:44,Afternoon,Weekend,1,60
4765,Bread,15-01-2017 15:44,Afternoon,Weekend,5,35
4765,Bread,15-01-2017 15:44,Afternoon,Weekend,4,35
4766,Coffee,15-01-2017 15:58,Afternoon,Weekend,1,43
4766,Tea,15-01-2017 15:58,Afternoon,Weekend,3,39
4766,Cake,15-01-2017 15:58,Afternoon,Weekend,1,49
4766,Jammie Dodgers,15-01-2017 15:58,Afternoon,Weekend,4,50
4767,Coffee,15-01-2017 16:04,Afternoon,Weekend,1,43
4767,Jammie Dodgers,15-01-2017 16:04,Afternoon,Weekend,2,50
4768,Bread,15-01-2017 16:05,Afternoon,Weekend,2,35
4769,Medialuna,15-01-2017 16:09,Afternoon,Weekend,2,37
4769,Alfajores,15-01-2017 16:09,Afternoon,Weekend,3,92
4769,Coffee,15-01-2017 16:09,Afternoon,Weekend,4,43
4769,Tea,15-01-2017 16:09,Afternoon,Weekend,3,39
4770,Brownie,15-01-2017 16:10,Afternoon,Weekend,5,83
4770,Alfajores,15-01-2017 16:10,Afternoon,Weekend,2,92
4770,Hot chocolate,15-01-2017 16:10,Afternoon,Weekend,2,97
4770,Tea,15-01-2017 16:10,Afternoon,Weekend,4,39
4770,Bread,15-01-2017 16:10,Afternoon,Weekend,4,35
4771,Coffee,16-01-2017 08:22,Morning,Weekday,4,43
4771,Scone,16-01-2017 08:22,Morning,Weekday,4,60
4772,Bread,16-01-2017 09:32,Morning,Weekday,3,35
4773,Afternoon with the baker,16-01-2017 09:34,Morning,Weekday,2,34
4774,Bread,16-01-2017 09:35,Morning,Weekday,1,35
4775,Coffee,16-01-2017 09:35,Morning,Weekday,3,43
4776,Bread,16-01-2017 09:36,Morning,Weekday,1,35
4777,Bread,16-01-2017 09:45,Morning,Weekday,4,35
4778,Bread,16-01-2017 09:57,Morning,Weekday,3,35
4779,Scandinavian,16-01-2017 10:01,Morning,Weekday,1,43
4779,Bread,16-01-2017 10:01,Morning,Weekday,2,35
4779,Cookies,16-01-2017 10:01,Morning,Weekday,5,72
4780,Coffee,16-01-2017 10:02,Morning,Weekday,3,43
4781,Coffee,16-01-2017 10:02,Morning,Weekday,2,43
4782,Coffee,16-01-2017 10:11,Morning,Weekday,4,43
4782,Medialuna,16-01-2017 10:11,Morning,Weekday,5,37
4782,Cookies,16-01-2017 10:11,Morning,Weekday,2,72
4783,Cookies,16-01-2017 10:12,Morning,Weekday,4,72
4783,Coffee,16-01-2017 10:12,Morning,Weekday,5,43
4783,Bread,16-01-2017 10:12,Morning,Weekday,5,35
4783,Juice,16-01-2017 10:12,Morning,Weekday,3,57
4784,Hot chocolate,16-01-2017 10:15,Morning,Weekday,2,97
4784,Hot chocolate,16-01-2017 10:15,Morning,Weekday,1,97
4784,Cookies,16-01-2017 10:15,Morning,Weekday,5,72
4785,Bread,16-01-2017 10:16,Morning,Weekday,1,35
4786,Coffee,16-01-2017 10:53,Morning,Weekday,2,43
4787,Tea,16-01-2017 10:53,Morning,Weekday,4,39
4787,Cake,16-01-2017 10:53,Morning,Weekday,4,49
4788,Cookies,16-01-2017 11:06,Morning,Weekday,2,72
4788,Tea,16-01-2017 11:06,Morning,Weekday,5,39
4789,Coffee,16-01-2017 11:57,Morning,Weekday,1,43
4790,Bread,16-01-2017 12:10,Afternoon,Weekday,2,35
4790,Medialuna,16-01-2017 12:10,Afternoon,Weekday,1,37
4791,Scone,16-01-2017 12:11,Afternoon,Weekday,1,60
4791,Coffee,16-01-2017 12:11,Afternoon,Weekday,4,43
4791,Tea,16-01-2017 12:11,Afternoon,Weekday,5,39
4792,Bread,16-01-2017 12:22,Afternoon,Weekday,4,35
4792,Brownie,16-01-2017 12:22,Afternoon,Weekday,4,83
4793,Sandwich,16-01-2017 12:24,Afternoon,Weekday,5,39
4794,Coffee,16-01-2017 12:32,Afternoon,Weekday,2,43
4795,Toast,16-01-2017 12:32,Afternoon,Weekday,2,96
4796,Bread,16-01-2017 12:50,Afternoon,Weekday,5,35
4797,Bread,16-01-2017 12:53,Afternoon,Weekday,2,35
4798,Coffee,16-01-2017 13:03,Afternoon,Weekday,5,43
4798,Coffee,16-01-2017 13:03,Afternoon,Weekday,3,43
4799,Coffee,16-01-2017 13:10,Afternoon,Weekday,1,43
4800,Tea,16-01-2017 13:17,Afternoon,Weekday,2,39
4800,Bread,16-01-2017 13:17,Afternoon,Weekday,4,35
4801,Coffee,16-01-2017 13:22,Afternoon,Weekday,2,43
4802,Coke,16-01-2017 14:01,Afternoon,Weekday,3,65
4803,Jammie Dodgers,16-01-2017 14:12,Afternoon,Weekday,5,50
4803,Bread,16-01-2017 14:12,Afternoon,Weekday,2,35
4804,Bread,16-01-2017 15:22,Afternoon,Weekday,2,35
4804,Medialuna,16-01-2017 15:22,Afternoon,Weekday,1,37
4804,Alfajores,16-01-2017 15:22,Afternoon,Weekday,5,92
4805,Medialuna,16-01-2017 15:28,Afternoon,Weekday,1,37
4806,Coffee,16-01-2017 15:28,Afternoon,Weekday,4,43
4807,Bread,16-01-2017 15:29,Afternoon,Weekday,4,35
4807,Coffee,16-01-2017 15:29,Afternoon,Weekday,3,43
4808,Coke,16-01-2017 15:44,Afternoon,Weekday,2,65
4808,Tea,16-01-2017 15:44,Afternoon,Weekday,2,39
4811,Truffles,16-01-2017 16:03,Afternoon,Weekday,4,64
4812,Muffin,16-01-2017 16:14,Afternoon,Weekday,5,71
4813,Alfajores,16-01-2017 16:33,Afternoon,Weekday,5,92
4813,Bread,16-01-2017 16:33,Afternoon,Weekday,5,35
4814,Bread,16-01-2017 16:37,Afternoon,Weekday,4,35
4816,Coffee,17-01-2017 09:00,Morning,Weekday,3,43
4816,Pastry,17-01-2017 09:00,Morning,Weekday,2,54
4817,Tea,17-01-2017 09:10,Morning,Weekday,5,39
4817,Coffee,17-01-2017 09:10,Morning,Weekday,1,43
4817,Coffee,17-01-2017 09:10,Morning,Weekday,3,43
4818,Coffee,17-01-2017 09:15,Morning,Weekday,5,43
4818,Toast,17-01-2017 09:15,Morning,Weekday,2,96
4819,Coffee,17-01-2017 09:24,Morning,Weekday,5,43
4819,Coffee,17-01-2017 09:24,Morning,Weekday,4,43
4820,Coffee,17-01-2017 09:36,Morning,Weekday,5,43
4820,Pastry,17-01-2017 09:36,Morning,Weekday,1,54
4821,Sandwich,17-01-2017 09:45,Morning,Weekday,1,39
4821,Bread,17-01-2017 09:45,Morning,Weekday,2,35
4822,Coffee,17-01-2017 09:55,Morning,Weekday,2,43
4822,Coffee,17-01-2017 09:55,Morning,Weekday,3,43
4822,Alfajores,17-01-2017 09:55,Morning,Weekday,3,92
4823,Bread,17-01-2017 10:26,Morning,Weekday,4,35
4823,Medialuna,17-01-2017 10:26,Morning,Weekday,4,37
4824,Bread,17-01-2017 10:52,Morning,Weekday,3,35
4825,Tea,17-01-2017 11:05,Morning,Weekday,5,39
4826,Coffee,17-01-2017 11:08,Morning,Weekday,3,43
4826,Coffee,17-01-2017 11:08,Morning,Weekday,4,43
4827,Alfajores,17-01-2017 11:16,Morning,Weekday,4,92
4828,Alfajores,17-01-2017 11:24,Morning,Weekday,2,92
4828,Bread,17-01-2017 11:24,Morning,Weekday,1,35
4830,Coffee,17-01-2017 11:43,Morning,Weekday,1,43
4831,Coffee,17-01-2017 12:08,Afternoon,Weekday,2,43
4831,Coffee,17-01-2017 12:08,Afternoon,Weekday,4,43
4832,Coffee,17-01-2017 12:20,Afternoon,Weekday,5,43
4832,Cake,17-01-2017 12:20,Afternoon,Weekday,5,49
4833,Bread,17-01-2017 12:35,Afternoon,Weekday,5,35
4833,Jammie Dodgers,17-01-2017 12:35,Afternoon,Weekday,2,50
4834,Coffee,17-01-2017 12:38,Afternoon,Weekday,3,43
4834,Coffee,17-01-2017 12:38,Afternoon,Weekday,3,43
4834,Toast,17-01-2017 12:38,Afternoon,Weekday,3,96
4834,Sandwich,17-01-2017 12:38,Afternoon,Weekday,2,39
4835,Coffee,17-01-2017 13:01,Afternoon,Weekday,1,43
4835,Smoothies,17-01-2017 13:01,Afternoon,Weekday,3,99
4835,Sandwich,17-01-2017 13:01,Afternoon,Weekday,5,39
4835,Hearty & Seasonal,17-01-2017 13:01,Afternoon,Weekday,1,79
4835,Cake,17-01-2017 13:01,Afternoon,Weekday,4,49
4836,Bread,17-01-2017 13:03,Afternoon,Weekday,2,35
4837,Sandwich,17-01-2017 13:06,Afternoon,Weekday,5,39
4837,Truffles,17-01-2017 13:06,Afternoon,Weekday,5,64
4838,Salad,17-01-2017 13:12,Afternoon,Weekday,2,69
4838,Sandwich,17-01-2017 13:12,Afternoon,Weekday,4,39
4838,Coffee,17-01-2017 13:12,Afternoon,Weekday,2,43
4839,Muffin,17-01-2017 13:22,Afternoon,Weekday,3,71
4839,Cookies,17-01-2017 13:22,Afternoon,Weekday,4,72
4839,Bread,17-01-2017 13:22,Afternoon,Weekday,3,35
4839,Hot chocolate,17-01-2017 13:22,Afternoon,Weekday,2,97
4839,Hearty & Seasonal,17-01-2017 13:22,Afternoon,Weekday,2,79
4840,Farm House,17-01-2017 13:26,Afternoon,Weekday,1,52
4841,Truffles,17-01-2017 13:32,Afternoon,Weekday,5,64
4841,Cake,17-01-2017 13:32,Afternoon,Weekday,1,49
4841,Scandinavian,17-01-2017 13:32,Afternoon,Weekday,1,43
4841,Coffee,17-01-2017 13:32,Afternoon,Weekday,4,43
4842,Tea,17-01-2017 13:40,Afternoon,Weekday,1,39
4843,Salad,17-01-2017 13:41,Afternoon,Weekday,3,69
4843,Sandwich,17-01-2017 13:41,Afternoon,Weekday,2,39
4843,Bread,17-01-2017 13:41,Afternoon,Weekday,2,35
4843,Coffee,17-01-2017 13:41,Afternoon,Weekday,1,43
4843,Alfajores,17-01-2017 13:41,Afternoon,Weekday,3,92
4844,Coffee,17-01-2017 13:53,Afternoon,Weekday,2,43
4844,Bread,17-01-2017 13:53,Afternoon,Weekday,3,35
4844,Toast,17-01-2017 13:53,Afternoon,Weekday,4,96
4845,Coffee,17-01-2017 14:21,Afternoon,Weekday,5,43
4845,Cake,17-01-2017 14:21,Afternoon,Weekday,3,49
4846,Truffles,17-01-2017 14:24,Afternoon,Weekday,3,64
4846,Coffee,17-01-2017 14:24,Afternoon,Weekday,1,43
4846,Alfajores,17-01-2017 14:24,Afternoon,Weekday,5,92
4847,Coffee,17-01-2017 14:25,Afternoon,Weekday,4,43
4847,Tea,17-01-2017 14:25,Afternoon,Weekday,1,39
4847,Chicken Stew,17-01-2017 14:25,Afternoon,Weekday,1,79
4848,Coffee,17-01-2017 14:51,Afternoon,Weekday,3,43
4848,Pastry,17-01-2017 14:51,Afternoon,Weekday,4,54
4849,Coffee,17-01-2017 15:02,Afternoon,Weekday,4,43
4850,Coffee,17-01-2017 15:13,Afternoon,Weekday,5,43
4851,Coffee,17-01-2017 15:14,Afternoon,Weekday,3,43
4852,Coffee,17-01-2017 15:26,Afternoon,Weekday,1,43
4852,Soup,17-01-2017 15:26,Afternoon,Weekday,5,58
4852,Cake,17-01-2017 15:26,Afternoon,Weekday,5,49
4853,Tea,17-01-2017 15:42,Afternoon,Weekday,4,39
4854,Coffee,17-01-2017 15:45,Afternoon,Weekday,5,43
4855,Tea,17-01-2017 15:58,Afternoon,Weekday,4,39
4856,Coffee,17-01-2017 16:25,Afternoon,Weekday,4,43
4857,Tea,17-01-2017 16:44,Afternoon,Weekday,4,39
4857,Bread,17-01-2017 16:44,Afternoon,Weekday,4,35
4857,Cake,17-01-2017 16:44,Afternoon,Weekday,3,49
4858,Bread,17-01-2017 16:45,Afternoon,Weekday,5,35
4859,Tea,17-01-2017 17:12,Evening,Weekday,4,39
4860,Bread,18-01-2017 08:32,Morning,Weekday,2,35
4861,Coffee,18-01-2017 08:35,Morning,Weekday,4,43
4862,Bread,18-01-2017 09:01,Morning,Weekday,3,35
4863,Tea,18-01-2017 09:14,Morning,Weekday,3,39
4863,Coffee,18-01-2017 09:14,Morning,Weekday,5,43
4863,Coffee,18-01-2017 09:14,Morning,Weekday,1,43
4863,Muffin,18-01-2017 09:14,Morning,Weekday,5,71
4863,Cake,18-01-2017 09:14,Morning,Weekday,2,49
4864,Scandinavian,18-01-2017 09:16,Morning,Weekday,4,43
4865,Bread,18-01-2017 09:18,Morning,Weekday,2,35
4865,Bread,18-01-2017 09:18,Morning,Weekday,5,35
4866,Farm House,18-01-2017 09:50,Morning,Weekday,2,52
4867,Tea,18-01-2017 10:08,Morning,Weekday,1,39
4868,Tea,18-01-2017 10:15,Morning,Weekday,5,39
4868,Coffee,18-01-2017 10:15,Morning,Weekday,2,43
4869,Medialuna,18-01-2017 10:19,Morning,Weekday,3,37
4869,Coffee,18-01-2017 10:19,Morning,Weekday,1,43
4869,Tea,18-01-2017 10:19,Morning,Weekday,4,39
4870,Bread,18-01-2017 10:23,Morning,Weekday,3,35
4871,Pastry,18-01-2017 10:32,Morning,Weekday,2,54
4871,Muffin,18-01-2017 10:32,Morning,Weekday,5,71
4871,Coffee,18-01-2017 10:32,Morning,Weekday,2,43
4871,Tea,18-01-2017 10:32,Morning,Weekday,3,39
4872,Coffee,18-01-2017 10:39,Morning,Weekday,5,43
4872,Tea,18-01-2017 10:39,Morning,Weekday,2,39
4873,Hot chocolate,18-01-2017 10:49,Morning,Weekday,4,97
4873,Coke,18-01-2017 10:49,Morning,Weekday,3,65
4873,Cake,18-01-2017 10:49,Morning,Weekday,4,49
